cluster,rank,ngram,lift,cluster_mass
569,2,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload action@android/Home/Contract_List/Contract_Management#select_contract,419.013,0.3921
569,3,action@<missing>#btn_back action@<missing>#android/Home/change_contract,355.539,3.053
569,4,action@HiFPTCameraDetailScreenData#btn_back view@HOME,349.669,1.1651
569,5,action@android/Home/Contract_List/Contract_Management#btn_back view@HOME,309.48,1.1221
569,6,action@<missing>#android/home/popup_remind/skip_remind action@<missing>#android/Home/change_contract,281.772,0.8429
569,7,action@android/Home/Contract_List/Contract_Management#select_contract action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link,242.406,0.6522
569,8,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link,226.069,1.1774
570,1,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#btn_back,545.302,59.8609
570,2,action@android/Home/Contract_List/Contract_Management#select_contract action@android/Home/Contract_List/Contract_Management#btn_back,523.975,2.994
570,3,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload action@android/Home/Contract_List/Contract_Management#btn_back,497.289,8.4579
570,4,action@android/Home/Contract_List/Contract_Management#select_contract action@android/Home/Contract_List/Contract_Management#android/Home/Contract_List/Send_Feedback,488.242,0.71
570,5,action@android/Home/Contract_List/Contract_Management#select_contract,394.212,4.6358
570,6,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#select_contract,393.646,4.1143
570,7,action@android/Home/Contract_List/Contract_Management#btn_back view@android/Home/Contract_List,388.064,97.3064
570,8,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload action@android/Home/Contract_List/Contract_Management#select_contract,380.95,0.3978
571,1,view@android/Home/Contract_List <eos>,160.042,781.1266
571,2,action@android/Home/Contract_List#adsview <eos>,153.756,30.5058
571,3,action@android/Home/Contract_List#contract_list/contract_list_reload <eos>,126.022,9.7082
571,4,action@android/Home#android/Home/Header/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/search view@android/Home/Contract_List,126.014,0.7278
571,5,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,120.814,3.1649
571,6,action@android/Home#choose_contract action@android/Home#android/Home/change_contract,118.714,0.5894
571,7,view@android/Home/Contract_List/Contract_Management <eos>,111.362,2.7727
571,8,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/change_contract,104.301,28.2438
572,1,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#btn_link_contract,957.959,0.8355
572,2,action@android/Home/Contract_List/Contract_Management#select_contract action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link,832.347,0.9042
572,3,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link,632.945,35.5151
572,4,action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link action@android/Home/Contract_List/Contract_Management#btn_back,623.319,35.5384
572,5,action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link,619.815,35.9562
572,6,action@android/Home/Contract_List/Contract_Management#btn_back view@android/Home/Contract_List,484.613,43.9671
572,7,action@android/Home/Contract_List/Contract_Management#btn_back,468.431,43.7367
572,8,view@android/Home/Contract_List action@android/Home/Contract_List#btn_link_contract,376.386,43.3632
573,1,action@android/Home/Contract_List/Contract_Management#select_contract view@android/Home/Contract_List,2057.588,1.3812
573,2,view@android/Home/Contract_List/Contract_Management view@android/Home/Contract_List,1816.804,50.963
573,3,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload view@android/Home/Contract_List,1324.159,2.2179
573,4,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#btn_link_contract,745.705,0.4621
573,5,action@<missing>#Home/do_action/MODEM_RESET action@<missing>#android/Home/change_contract,706.389,0.4918
573,6,<bos> action@<missing>#btn_link_contract,659.451,0.4493
573,7,view@android/Home/Contract_List action@android/Home/Contract_List#btn_link_contract,537.245,43.9812
573,8,action@<missing>#btn_link_contract,525.434,0.4416
574,1,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz action@android/Home#android/Home/change_contract,884.028,2.7703
574,2,action@android/Home#Home/action_wifi_guest action@android/Home#android/Home/change_contract,694.947,40.18
574,3,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/Home/change_contract,530.078,55.1696
574,4,action@<missing>#android/home/popup_remind/setting_noti view@HOME,492.025,0.4524
574,5,action@android/Home#android/wifi_bottom_sheet_home/set_ssid_password_wifi_guest_band_5GHz action@android/Home#android/Home/change_contract,447.298,0.5778
574,6,action@android/Home#Home/SRConfirm/Completed action@android/Home#android/Home/change_contract,379.736,0.5392
574,7,action@android/Home#sa_short_msg action@android/Home#Home/action_wifi_5GHz,304.409,0.5466
574,8,action@android/Home#Home/action_wifi_5GHz action@android/Home#Home/SRConfirm/Completed,217.619,0.5029
575,1,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,1138.146,37.3028
575,2,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,996.879,15.933
575,3,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,609.867,12.8289
575,4,action@android/Home#sa_msg_close action@android/Home#android/Home/change_contract,346.533,0.6008
575,5,action@android/Home#invite_update_close action@android/Home#sa_mascot_close,117.903,1.4496
575,6,action@android/Home#invite_update_cancel action@android/Home#android/Home/Home_pull_to_refresh,96.313,0.5205
575,7,view@android/Home/Contract_List action@android/Home/Contract_List#btn_back,82.196,39.4687
575,8,view@android/Home action@android/Home#invite_update_close,80.879,25.5995
576,1,<bos> action@<missing>#Home/SRConfirm/NeedSupport,326.854,0.5986
576,2,action@<missing>#Home/Nav_promotion view@HOME,243.393,0.6051
576,3,action@<missing>#Home/SRConfirm/NeedSupport,229.817,0.5817
576,4,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/change_contract,155.992,22.5029
576,5,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,130.123,1.816
576,6,view@android/Home/Contract_List action@android/Home/Contract_List#btn_back,112.763,318.5648
576,7,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/change_contract,105.404,0.6354
576,8,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#android/Home/change_contract,71.686,21.2341
577,1,view@NotificationData <eos>,1632.988,123.9003
577,2,action@NotificationData#adsview <eos>,1576.531,3.1218
577,3,action@NotificationData#noti/view_service_cate <eos>,1125.415,12.4766
577,4,action@NotificationData#noti/view_all <eos>,1093.831,11.7009
577,5,action@NotificationData#noti/view_payment_cate <eos>,1048.91,14.9802
577,6,action@NotificationData#home/notification/setting <eos>,935.276,1.7764
577,7,action@NotificationData#home/notification/mark_read_all <eos>,866.497,3.405
577,8,action@NotificationData#noti/view_app_cate <eos>,855.349,0.9599
578,1,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#choose_contract,1470.935,6.4237
578,2,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#choose_contract,1148.211,55.1829
578,3,view@android/Home/Contract_List action@android/Home/Contract_List#android/Home/Home_pull_to_refresh,777.57,6.0224
578,4,action@android/Home/Contract_List#contract_list/contract_list_reload action@android/Home/Contract_List#choose_contract,770.031,10.6989
578,5,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh,764.952,6.0116
578,6,view@android/Home/Contract_List action@android/Home/Contract_List#adsview,588.151,50.7916
578,7,action@android/Home/Contract_List#adsview,585.918,50.7667
578,8,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#contract_list/contract_list_reload,488.985,0.5099
579,1,action@android/Home#choose_contract action@android/Home#android/Home/change_contract,1784.457,1.6652
579,2,action@android/Home#Home/SRConfirm/Completed action@android/Home#android/Home/change_contract,1146.718,1.806
579,3,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,941.542,4.636
579,4,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/change_contract,859.427,1.8279
579,5,view@android/Home action@android/Home#contract_list/contract_list_reload,828.247,1.1578
579,6,action@android/Home#contract_list/contract_list_reload,828.247,1.1578
579,7,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/change_contract,766.581,39.0162
579,8,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#android/Home/change_contract,632.996,66.1532
580,1,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,945.551,71.3741
580,2,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,778.611,28.6608
580,3,action@android/Home#sa_msg_close action@android/Home#android/Home/change_contract,703.299,2.8085
580,4,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,649.168,31.4504
580,5,action@android/Home#invite_update_cancel action@android/Home#sa_msg_close,163.125,0.4791
580,6,action@android/Home#invite_update_close action@android/Home#sa_msg_close,126.992,0.4943
580,7,view@android/Home action@android/Home#invite_update_close,66.008,48.1176
580,8,action@android/Home#invite_update_close,65.642,48.0618
581,1,view@android/Home action@android/Home#android/Home/change_contract,58.483,39.477
581,2,view@android/Home/Contract_List action@android/Home/Contract_List#choose_contract,41.031,35.4825
581,3,action@android/Home/Contract_List#choose_contract action@android/Home/Contract_List#btn_back,40.156,35.2585
581,4,action@android/Home/Contract_List#choose_contract,39.985,35.2176
581,5,action@android/Home/Contract_List#btn_back <eos>,33.095,34.0041
581,6,action@android/Home#android/Home/change_contract view@android/Home/Contract_List,30.842,33.8591
581,7,action@android/Home#android/Home/change_contract,30.825,33.8544
581,8,action@android/Home/Contract_List#btn_back,28.026,32.0278
582,1,view@NotificationData action@NotificationData#btn_back,315.163,199.7346
582,2,action@NotificationData#btn_back <eos>,181.3,178.4565
582,3,action@NotificationData#btn_back,153.136,173.5612
582,4,action@android/Home#popup action@android/Home#android/Home/Header/go_to_screen/Notification,126.547,171.3693
582,5,action@android/Home#android/Home/Header/go_to_screen/Notification view@NotificationData,94.984,156.8486
582,6,view@NotificationData,77.378,148.6939
582,7,action@android/Home#android/Home/Header/go_to_screen/Notification,21.828,115.7811
582,8,view@android/Home action@android/Home#popup,8.043,87.3063
583,1,view@android/Home action@android/Home#android/Home/change_contract,58.483,2514.2375
583,2,view@android/Home/Contract_List action@android/Home/Contract_List#choose_contract,41.031,2259.8357
583,3,action@android/Home/Contract_List#choose_contract action@android/Home/Contract_List#btn_back,40.156,2245.5674
583,4,action@android/Home/Contract_List#choose_contract,39.985,2242.9648
583,5,action@android/Home/Contract_List#btn_back <eos>,33.095,2165.6792
583,6,action@android/Home#android/Home/change_contract view@android/Home/Contract_List,30.842,2156.4417
583,7,action@android/Home#android/Home/change_contract,30.825,2156.1425
583,8,action@android/Home/Contract_List#btn_back,28.026,2039.8102
584,1,view@android/Home action@android/Home#android/Home/change_contract,58.483,54.7464
584,2,view@android/Home/Contract_List action@android/Home/Contract_List#choose_contract,41.031,49.2069
584,3,action@android/Home/Contract_List#choose_contract action@android/Home/Contract_List#btn_back,40.156,48.8962
584,4,action@android/Home/Contract_List#choose_contract,39.985,48.8396
584,5,action@android/Home/Contract_List#btn_back <eos>,33.095,47.1567
